Name,Tier,Class,Card Type,Mana Cost,Rarity,Set,Tribe/School,Mechanic
Dark Pharaoh Tekahn,League 5,Warlock,Minion,5,Legendary,Saviours of Uldum,None,"Battlecry, Lackey"
Headmaster Kel'Thuzad,League 5,Neutral,Minion,5,Legendary,Scholomance Academy,None,"Removal, Resurrect"
Vilespine Slayer,League 4,Rogue,Minion,5,Epic,Journey to Un'goro,None,"Combo, Removal"
Dark Inquisitor Xanesh,League 5,Priest,Minion,5,Legendary,Madness at the Darkmoon Faire,None,"Battlecry, Mana"
Stonemaul Anchorman,League 3,Warrior,Minion,5,Common,Forged in the Barrens,Pirate,
"Bolvar, Fireblood",League 5,Paladin,Minion,5,Legendary,Knights of the Frozen Throne,Undead,Divine Shield
"Anka, the Buried",League 4,Rogue,Minion,5,Legendary,Saviours of Uldum,Undead,"Battlecry, Deathrattle, Mana"
Cobalt Spellkin,League 4,Neutral,Minion,5,Rare,Descent of Dragons,Dragon,Battlecry
Voodoo Hexxer,League 5,Shaman,Minion,5,Rare,Knights of the Frozen Throne,None,"Freeze, Taunt"
Void Drinker,League 5,Warlock,Minion,5,Epic,Scholomance Academy,Demon,"Battlecry, Soul Fragment, Taunt"
Ethereal Conjurer,League 5,Mage,Minion,5,Common,League of Explorers,None,"Battlecry, Discover"
Knight-Captain,League 5,Neutral,Minion,5,Common,Fractured in Alterac Valley,None,"Battlecry, Deal Damage"
Green Jelly,League 5,Neutral,Minion,5,Common,Kobolds and Catacombs,None,"Summon, Taunt"
Infectious Ghoul,League 4,Neutral,Minion,5,Rare,March of the Lich king,Undead,"Deathrattle, Summon"
Cannonmaster Smythe,League 4,Paladin,Minion,5,Legendary,Forged in the Barrens,None,"Battlecry, Secret, Summon"
Despicable Dreadlord,League 4,Warlock,Minion,5,Rare,Knights of the Frozen Throne,Demon,Deal Damage
Za'qul,League 2,Warlock,Minion,5,Legendary,Voyage to the Sunken City,None,
Hailbringer,League 5,Neutral,Minion,5,Common,Descent of Dragons,Elemental,"Battlecry, Freeze, Summon"
Vexallus,League 3,Mage,Minion,5,Legendary,March of the Lich king,"Arcane, Elemental",
Mistrunner,League 5,Shaman,Minion,5,Common,Madness at the Darkmoon Faire,None,"Battlecry, Buff, Overload"
Stormwind Guard,League 5,Neutral,Minion,5,Common,United in Stormwind,None,"Buff, Taunt"
Muckmorpher,League 3,Shaman,Minion,5,Epic,Rise of Shadows,None,
Fel Reaver,League 5,Neutral,Minion,5,Epic,Goblins v Gnomes,Mech,
Aldor Truthseeker,League 4,Paladin,Minion,5,Rare,Ashes of Outland,None,"Battlecry, Libram, Taunt"
Shadehound,League 3,Hunter,Minion,5,Rare,Murder at Castle Nathria,Beast,
Duskfallen Aviana,League 5,Druid,Minion,5,Legendary,The Witchwood,None,Mana
Siege Engine,League 5,Warrior,Minion,5,Rare,Goblins v Gnomes,Mech,Armor
Emberscale Drake,League 5,Warrior,Minion,5,Rare,Rastakhan's Rumble,Dragon,"Armor, Battlecry"
Bootstrap Sunkeneer,League 5,Rogue,Minion,5,Epic,Voyage to the Sunken City,"Pirate, Undead","Combo, Removal"
Amber Watcher,League 4,Paladin,Minion,5,Common,"Core, Descent of Dragons",Dragon,"Battlecry, Health"
Ogremancer,League 5,Neutral,Minion,5,Common,Scholomance Academy,None,"Summon, Taunt"
Relic of Dimensions,League 3,Demon Hunter,Spell,5,Epic,Murder at Castle Nathria,None,"Draw, Mana, Relic"
Corpse Raiser,League 5,Neutral,Minion,5,Rare,Knights of the Frozen Throne,None,"Battlecry, Buff, Deathrattle, Summon"
Ruststeed Raider,League 5,Neutral,Minion,5,Common,Ashes of Outland,None,"Battlecry, Rush, Taunt"
Corrupt Elementalist,League 3,Shaman,Minion,5,Rare,Descent of Dragons,"Elemental, None","Battlecry, Galakrond, Summon"
Against All Odds,League 5,Priest,Spell,5,Epic,Forged in the Barrens,Holy,Removal
Leeroy Jenkins,League 3,Neutral,Minion,5,Legendary,Legacy,None,Charge
"Finja, the Flying Star",League 5,Neutral,Minion,5,Legendary,Mean Streets of Gadgetzan,Murloc,"Stealth, Summon"
Servant of Kalimos,League 5,Neutral,Minion,5,Rare,Journey to Un'goro,Elemental,"Battlecry, Discover"
Barak Kodobane,League 3,Hunter,Minion,5,Legendary,Forged in the Barrens,None,
Sigil of Reckoning,League 4,Demon Hunter,Spell,5,Epic,Fractured in Alterac Valley,"Demon, Fel","Sigil, Summon"
Arcane Tyrant,League 5,Neutral,Minion,5,Epic,Kobolds and Catacombs,Elemental,Mana
Corpse Widow,League 5,Hunter,Minion,5,Rare,Knights of the Frozen Throne,"Beast, Undead",Deathrattle
Mosh'Ogg Announcer,League 5,Neutral,Minion,5,Epic,Rastakhan's Rumble,None,
Reckless Experimenter,League 4,Priest,Minion,5,Epic,Boomsday Project,Undead,"Deathrattle, Mana"
Stormpike Commando,League 5,Neutral,Minion,5,Common,Legacy,None,"Battlecry, Deal Damage"
Doctor Krastinov,League 4,"Rogue, Warrior",Minion,5,Legendary,Scholomance Academy,None,"Rush, Weapon"
Thunder Bluff Valiant,League 5,Shaman,Minion,5,Rare,The Grand Tournament,"None, Totem","Buff, Hero Power"
Corrupted Healbot,League 5,Neutral,Minion,5,Rare,Whispers of the Old Gods,Mech,Deathrattle
Crazed Worshipper,League 4,Neutral,Minion,5,Epic,Whispers of the Old Gods,None,"C'thun, Taunt"
Spammy Arcanist,League 2,Neutral,Minion,5,Epic,Fractured in Alterac Valley,None,"Battlecry, Deal Damage"
Boomkin,League 5,Druid,Minion,5,Rare,Fractured in Alterac Valley,None,"Choose One, Deal Damage, Health"
Mimiron's Head,League 5,Neutral,Minion,5,Legendary,Goblins v Gnomes,Mech,Summon
Princess Huhuran,League 5,Hunter,Minion,5,Legendary,Whispers of the Old Gods,Beast,"Battlecry, Deathrattle"
Venture Co. Mercenary,League 5,Neutral,Minion,5,Common,Legacy,None,
Scalelord,League 4,Paladin,Minion,5,Rare,Descent of Dragons,"Dragon, Murloc","Battlecry, Divine Shield"
Subject 9,League 5,Neutral,Minion,5,Legendary,Boomsday Project,"Beast, Mech","Battlecry, Draw, Secret, Tutor"
Recruiter,League 5,Neutral,Minion,5,Epic,The Grand Tournament,None,"Hero Power, Summon"
Disruptive Spellbreaker,League 3,Warrior,Minion,5,Epic,March of the Lich king,None,
Skyfin,League 5,Neutral,Minion,5,Epic,Descent of Dragons,"Dragon, Murloc","Battlecry, Summon"
Lady Naz'jar,League 4,Mage,Minion,5,Legendary,Voyage to the Sunken City,Naga,"Armor, Battlecry, Deal Damage, Mana"
Moonfang,League 4,Neutral,Minion,5,Legendary,Madness at the Darkmoon Faire,Beast,
Carrion Drake,League 5,Hunter,Minion,5,Rare,The Witchwood,Dragon,"Battlecry, Poisonous"
Arena Patron,League 5,Neutral,Minion,5,Rare,Rastakhan's Rumble,None,Summon
Guild Recruiter,League 5,Neutral,Minion,5,Common,Kobolds and Catacombs,None,"Battlecry, Summon"
Spiked Hogrider,League 5,Neutral,Minion,5,Rare,Mean Streets of Gadgetzan,Quilboar,"Battlecry, Charge"
Deathbringer Saurfang,League 3,Death Knight,Minion,5,Legendary,Core,"BloodRune, Undead",
Loatheb,"League 1, Suspect Test",Neutral,Minion,5,Legendary,Curse of Naxxramas,None,"Battlecry, Disruption"
Sinrunner,League 5,Neutral,Minion,5,Common,Murder at Castle Nathria,Beast,"Deathrattle, Removal"
Bewitched Guardian,League 5,Druid,Minion,5,Rare,The Witchwood,None,"Battlecry, Taunt"
"Thrall, Deathseer",League 4,Shaman,Hero,5,Legendary,Knights of the Frozen Throne,None,"Armor, Battlecry, Evolve, Hero Power"
Verdant Longneck,League 5,Druid,Minion,5,Common,Journey to Un'goro,Beast,Battlecry
Red Mana Wyrm,League 5,Neutral,Minion,5,Common,Mean Streets of Gadgetzan,None,
Furbolg Mossbinder,League 5,Neutral,Minion,5,Rare,Kobolds and Catacombs,"Elemental, None",Battlecry
Priest of An'she,League 5,Priest,Minion,5,Epic,Forged in the Barrens,None,"Battlecry, Health, Taunt"
Warglaives of Azzinoth,League 5,Demon Hunter,Weapon,5,Epic,Ashes of Outland,None,Hero Attack
Gurubashi Berserker,League 5,Neutral,Minion,5,Common,Legacy,None,
Shattered Rumbler,League 5,Shaman,Minion,5,Epic,Ashes of Outland,Elemental,"Battlecry, Deal Damage"
Lake Thresher,League 5,Neutral,Minion,5,Common,Scholomance Academy,Beast,
Cataclysm,League 4,Warlock,Spell,5,Epic,Kobolds and Catacombs,Fire,"Discard, Removal"
Darkbishop Benedictus,League 2,Priest,Minion,5,Legendary,"Core, United in Stormwind","None, Shadow",Hero Power
Brawl,League 2,Warrior,Spell,5,Epic,"Core, Legacy",None,
Shield of Galakrond,League 4,Neutral,Minion,5,Common,Descent of Dragons,None,"Battlecry, Galakrond, Taunt"
Teacher's Pet,League 4,"Druid, Hunter",Minion,5,Rare,Scholomance Academy,Beast,"Deathrattle, Summon, Taunt"
Fleethoof Pearltusk,League 5,Neutral,Minion,5,Common,Madness at the Darkmoon Faire,Beast,Rush
Festeroot Hulk,League 5,Warrior,Minion,5,Rare,The Witchwood,Undead,
Burgly Bully,League 5,Neutral,Minion,5,Epic,Mean Streets of Gadgetzan,None,Mana
Anubisath Defender,League 5,Druid,Minion,5,Epic,Saviours of Uldum,None,"Mana, Taunt"
Ringmaster Whatley,League 4,Warrior,Minion,5,Legendary,Madness at the Darkmoon Faire,"Dragon, Mech, None, Pirate","Battlecry, Draw, Tutor"
Wargear,League 5,Neutral,Minion,5,Common,"Boomsday Project, Core",Mech,Magnetic
Crystal Stag,League 5,Druid,Minion,5,Epic,Rise of Shadows,Beast,"Battlecry, Health, Rush, Summon"
Glowstone Technician,League 5,Paladin,Minion,5,Epic,Boomsday Project,None,"Battlecry, Buff"
Mass Hysteria,League 2,Priest,Spell,5,Rare,Rastakhan's Rumble,Shadow,
Duel!,League 4,Paladin,Spell,5,Epic,Rise of Shadows,None,"Disruption, Summon"
Mechano-Egg,League 5,Paladin,Minion,5,Common,Boomsday Project,Mech,"Deathrattle, Summon"
Blood-Queen Lana'thel,League 5,Warlock,Minion,5,Legendary,Knights of the Frozen Throne,Undead,"Discard, Health"
Arcane Overflow,League 4,Mage,Spell,5,Rare,United in Stormwind,Arcane,"Deal Damage, Summon"
Volcano,League 4,Shaman,Spell,5,Epic,Journey to Un'goro,Fire,"Deal Damage, Overload"
Burning Blade Acolyte,League 4,Neutral,Minion,5,Rare,Forged in the Barrens,"Demon, None","Deathrattle, Summon, Taunt"
Feugen,League 5,Neutral,Minion,5,Legendary,Curse of Naxxramas,None,"Deathrattle, Summon"
Plague of Wrath,League 4,Warrior,Spell,5,Rare,Saviours of Uldum,None,Removal
Second-Rate Bruiser,League 5,Neutral,Minion,5,Rare,Mean Streets of Gadgetzan,None,"Mana, Taunt"
Hammer of Twilight,League 5,Shaman,Weapon,5,Epic,Whispers of the Old Gods,"Elemental, None","Deathrattle, Summon"
Grimestreet Enforcer,League 5,Paladin,Minion,5,Rare,Mean Streets of Gadgetzan,None,Buff
Spectral Knight,League 5,Neutral,Minion,5,Common,Curse of Naxxramas,None,
Dragon Consort,League 4,Paladin,Minion,5,Rare,Blackrock Mountain,Dragon,"Battlecry, Mana"
Necrium Vial,League 4,Rogue,Spell,5,Epic,Boomsday Project,Shadow,Deathrattle
Righteousness,League 5,Paladin,Spell,5,Rare,Legacy,Holy,"Buff, Divine Shield"
Carousel Gryphon,League 5,Paladin,Minion,5,Common,Madness at the Darkmoon Faire,"Beast, Mech","Divine Shield, Taunt"
Blessed Champion,League 5,Paladin,Spell,5,Rare,Legacy,Holy,Buff
Gloom Stag,League 5,Druid,Minion,5,Epic,The Witchwood,Beast,"Battlecry, Taunt"
Tenacious San'layn,League 4,Neutral,Minion,5,Rare,March of the Lich king,Undead,"Deal Damage, Health"
Nesting Roc,League 5,Neutral,Minion,5,Common,Journey to Un'goro,Beast,"Battlecry, Taunt"
Translocation Instructor,League 4,Neutral,Minion,5,Rare,March of the Lich king,None,"Battlecry, Disruption"
Dragonmaw Scorcher,League 5,Neutral,Minion,5,Common,Rastakhan's Rumble,Dragon,"Battlecry, Deal Damage"
Shadow Hunter Vol'jin,League 3,Neutral,Minion,5,Legendary,Forged in the Barrens,None,"Battlecry, Disruption, Summon"
Neeru Fireblade,League 5,Warlock,Minion,5,Legendary,Forged in the Barrens,"Demon, Imp, None","Battlecry, Summon"
Mortuary Machine,League 5,Neutral,Minion,5,Epic,Saviours of Uldum,Mech,
Gorloc Ravager,"League 3, Shaman League 2",Neutral,Minion,5,Common,Voyage to the Sunken City,Murloc,"Battlecry, Draw"
Shady Bartender,League 3,Warlock,Minion,5,Common,United in Stormwind,"Demon, None",
Army of the Dead,League 4,Death Knight,Spell,5,Common,Core,"Shadow, Undead, UnholyRune","Corpse, Rush, Summon"
Lesser Emerald Spellstone,League 4,Hunter,Spell,5,Rare,Kobolds and Catacombs,"Beast, Nature","Secret, Summon"
Boggspine Knuckles,League 3,Shaman,Weapon,5,Epic,Ashes of Outland,None,
"Aegwynn, the Guardian",League 3,Mage,Minion,5,Legendary,Core,None,
Need for Greed,League 3,Demon Hunter,Spell,5,Common,United in Stormwind,None,
Clockwork Automaton,League 4,Neutral,Minion,5,Common,The Witchwood,Mech,Hero Power
Azsharan Vessel,League 4,Rogue,Spell,5,Epic,Voyage to the Sunken City,"None, Pirate, Undead","Stealth, Summon"
Tomb Lurker,League 5,Neutral,Minion,5,Epic,Knights of the Frozen Throne,None,"Battlecry, Deathrattle, Resurrect"
Bittertide Hydra,League 5,Neutral,Minion,5,Epic,Journey to Un'goro,Beast,
Supercollider,League 4,Warrior,Weapon,5,Epic,Boomsday Project,None,"Hero Attack, Removal"
Siphon Soul,League 3,Warlock,Spell,5,Rare,"Core, Legacy",Shadow,
Kara Kazham!,League 5,Warlock,Spell,5,Common,One Night in Karazhan,None,Summon
Ironforge Portal,League 5,Warrior,Spell,5,Common,One Night in Karazhan,Fire,"Armor, Summon"
Crazed Netherwing,League 4,Warlock,Minion,5,Rare,Descent of Dragons,Dragon,"Battlecry, Deal Damage"
Wrathspike Brute,League 5,Demon Hunter,Minion,5,Epic,Demon Hunter Initiate,Demon,"Deal Damage, Taunt"
Level Up!,"League 4, Suspect Test",Paladin,Spell,5,Epic,Kobolds and Catacombs,"None, Silver Hand Recruit","Buff, Taunt"
Stampeding Kodo,League 5,Neutral,Minion,5,Rare,Legacy,Beast,"Battlecry, Removal"
Fungalmancer,League 5,Neutral,Minion,5,Common,Kobolds and Catacombs,None,"Battlecry, Buff"
Power Word: Tentacles,League 5,Priest,Spell,5,Common,Whispers of the Old Gods,Shadow,Buff
Darkshire Alchemist,League 5,Priest,Minion,5,Common,Whispers of the Old Gods,None,"Battlecry, Health"
Shadow Waltz,League 5,Warlock,Spell,5,Common,Murder at Castle Nathria,Shadow,"Summon, Taunt"
Abomination,League 5,Neutral,Minion,5,Rare,Legacy,None,"Deal Damage, Deathrattle, Taunt"
Twilight Darkmender,League 4,Priest,Minion,5,Rare,Whispers of the Old Gods,None,"Battlecry, C'thun, Health"
Tuskarr Jouster,League 5,Paladin,Minion,5,Rare,The Grand Tournament,None,"Battlecry, Health"
Boompistol Bully,League 5,Neutral,Minion,5,Epic,Descent of Dragons,None,"Battlecry, Disruption"
Sprint,League 3,Rogue,Spell,5,Rare,Legacy,None,
Death Revenant,League 5,Warrior,Minion,5,Rare,Knights of the Frozen Throne,Undead,Battlecry
Skull of the Man'ari,League 3,Warlock,Weapon,5,Legendary,Kobolds and Catacombs,"Demon, None",
Sludge Belcher,League 4,Neutral,Minion,5,Rare,Curse of Naxxramas,None,"Deathrattle, Summon, Taunt"
"Halazzi, the Lynx",League 5,Hunter,Minion,5,Legendary,Rastakhan's Rumble,Beast,"Battlecry, Rush"
Nourish,League 2,Druid,Spell,5,Rare,"Core, Legacy",Nature,"Choose One, Draw, Mana"
Taelan Fordring,League 3,Neutral,Minion,5,Legendary,"Core, Legacy",None,"Deathrattle, Divine Shield, Draw, Taunt"
Cobra Shot,League 5,Hunter,Spell,5,Common,Goblins v Gnomes,Nature,Deal Damage
Bolvar Fordragon,League 5,Paladin,Minion,5,Legendary,Goblins v Gnomes,None,
Lilypad Lurker,League 4,Shaman,Minion,5,Epic,Forged in the Barrens,Elemental,"Battlecry, Removal"
Spitelash Siren,League 5,Mage,Minion,5,Epic,Voyage to the Sunken City,Naga,Mana
Wildheart Guff,League 1,Druid,Hero,5,Legendary,Fractured in Alterac Valley,None,"Battlecry, Draw, Mana"
Onyx Bishop,League 5,Priest,Minion,5,Rare,One Night in Karazhan,None,"Battlecry, Resurrect, Summon"
Force of Nature,League 5,Druid,Spell,5,Epic,Legacy,"Nature, Treant",Summon
Wildpaw Gnoll,League 3,Rogue,Minion,5,Rare,Fractured in Alterac Valley,None,
Mawsworn Bailiff,League 4,Warrior,Minion,5,Common,Murder at Castle Nathria,None,"Armor, Taunt"
Tent Trasher,League 3,Warrior,Minion,5,Epic,Madness at the Darkmoon Faire,"Beast, Demon, Dragon, Elemental, Mech, Murloc, Naga, Pirate, Quilboar, Totem, Undead",
Bloodworm,League 5,Neutral,Minion,5,Common,Knights of the Frozen Throne,Beast,Health
Elder Nadox,League 4,Druid,Minion,5,Legendary,March of the Lich king,Undead,"Battlecry, Buff"
Virmen Sensei,League 5,Druid,Minion,5,Rare,Mean Streets of Gadgetzan,"Beast, None","Battlecry, Buff"
Druid of the Fang,League 5,Druid,Minion,5,Common,Goblins v Gnomes,"Beast, None",Battlecry
Lady Ashvane,League 4,Warrior,Minion,5,Legendary,Voyage to the Sunken City,None,"Battlecry, Weapon"
Cera'thine Fleetrunner,League 4,Rogue,Minion,5,Legendary,Fractured in Alterac Valley,None,"Battlecry, Thief"
Loose Specimen,League 5,Neutral,Minion,5,Epic,Boomsday Project,Beast,"Battlecry, Deal Damage"
White Eyes,League 5,Shaman,Minion,5,Legendary,Mean Streets of Gadgetzan,None,"Deathrattle, Taunt"
Queen Azshara,League 3,Neutral,Minion,5,Legendary,Voyage to the Sunken City,Naga,"Battlecry, Discover"
Barnes,League 4,Neutral,Minion,5,Legendary,One Night in Karazhan,None,"Battlecry, Summon"
Skelemancer,League 5,Neutral,Minion,5,Common,Knights of the Frozen Throne,Undead,"Deathrattle, Summon"
Cavalry Horn,League 4,Paladin,Weapon,5,Common,Fractured in Alterac Valley,None,"Deathrattle, Summon"
Beetlemancy,League 4,Druid,Spell,5,Rare,March of the Lich king,"Beast, None","Armor, Choose One, Summon, Taunt"
Vilebrood Skitterer,League 5,Hunter,Minion,5,Common,The Witchwood,Beast,"Poisonous, Rush"
Cumulo-Maximus,League 5,Shaman,Minion,5,Epic,Descent of Dragons,Elemental,"Battlecry, Deal Damage, Overload"
Dollmaster Dorian,League 5,Neutral,Minion,5,Legendary,The Witchwood,None,Summon
Command of Neptulon,League 3,Shaman,Spell,5,Rare,Voyage to the Sunken City,"Elemental, Nature",
Overlord Runthak,League 4,Neutral,Minion,5,Legendary,Forged in the Barrens,None,"Buff, Rush"
Azsharan Sentinel,League 5,Neutral,Minion,5,Common,Voyage to the Sunken City,None,"Deathrattle, Divine Shield, Health, Taunt"
Possessifier,League 4,Death Knight,Minion,5,Common,Core,"None, UnholyRune","Battlecry, Reborn, Rush, Summon"
Salty Dog,League 5,Neutral,Minion,5,Common,Goblins v Gnomes,Pirate,
Bomb Squad,League 5,Neutral,Minion,5,Rare,Mean Streets of Gadgetzan,None,"Battlecry, Deal Damage, Deathrattle"
Solemn Vigil,League 3,Paladin,Spell,5,Common,Blackrock Mountain,None,
Vol'jin,League 5,Priest,Minion,5,Legendary,Goblins v Gnomes,None,Battlecry
Psych-o-Tron,League 5,Neutral,Minion,5,Common,Whispers of the Old Gods,Mech,"Divine Shield, Taunt"
Lesser Onyx Spellstone,League 5,Rogue,Spell,5,Rare,Kobolds and Catacombs,Shadow,"Deathrattle, Removal"
Amorphous Slime,League 3,Warlock,Minion,5,Epic,March of the Lich king,"None, Undead",
Gold Road Grunt,League 5,Neutral,Minion,5,Common,Forged in the Barrens,None,"Armor, Taunt"
Devour Mind,League 4,Priest,Spell,5,Rare,Knights of the Frozen Throne,Shadow,Thief
Servant of Yogg-Saron,League 5,Mage,Minion,5,Rare,Whispers of the Old Gods,None,Battlecry
Frantic Hippogryph,League 5,Neutral,Minion,5,Common,Fractured in Alterac Valley,Beast,"Rush, Windfury"
Rotten Applebaum,League 4,Neutral,Minion,5,Common,"Core, The Witchwood",Undead,"Deathrattle, Health, Taunt"
Sunborne Val'kyr,League 5,Neutral,Minion,5,Common,Knights of the Frozen Throne,Undead,"Battlecry, Buff"
Flame Lance,League 5,Mage,Spell,5,Common,The Grand Tournament,Fire,Deal Damage
Savage Ymirjar,League 5,Warlock,Minion,5,Rare,March of the Lich king,Undead,"Battlecry, Discard, Rush"
Waxadred,League 4,Rogue,Minion,5,Legendary,Descent of Dragons,"Dragon, Elemental","Deathrattle, Summon"
Frostwolf Warlord,League 5,Neutral,Minion,5,Common,Legacy,None,Battlecry
Tentacled Menace,League 5,Neutral,Minion,5,Epic,Descent of Dragons,None,"Battlecry, Draw"
Avian Watcher,League 5,Neutral,Minion,5,Rare,One Night in Karazhan,None,"Battlecry, Secret, Taunt"
Fen Creeper,League 5,Neutral,Minion,5,Common,Legacy,None,Taunt
Elise the Trailblazer,League 4,Neutral,Minion,5,Legendary,Journey to Un'goro,None,Battlecry
Imported Tarantula,League 4,Hunter,Minion,5,Epic,United in Stormwind,Beast,"Deathrattle, Poisonous, Rush, Summon, Tradeable"
Rusty Recycler,League 5,Neutral,Minion,5,Common,Boomsday Project,Mech,"Health, Taunt"
Harkener of Dread,League 4,Shaman,Minion,5,Common,March of the Lich king,Undead,"Deathrattle, Summon, Taunt"
Baited Arrow,League 5,Hunter,Spell,5,Common,Rastakhan's Rumble,"Beast, None","Deal Damage, Summon"
Floating Watcher,League 5,Warlock,Minion,5,Common,Goblins v Gnomes,Demon,
Faceless Lurker,League 5,Neutral,Minion,5,Common,Saviours of Uldum,None,"Battlecry, Taunt"
Clean the Scene,League 3,Priest,Spell,5,Rare,Murder at Castle Nathria,Holy,
Cryomancer,League 5,Mage,Minion,5,Common,Mean Streets of Gadgetzan,None,"Battlecry, Freeze"
Shrink Ray,League 3,Paladin,Spell,5,Rare,Boomsday Project,None,
Venomancer,League 5,Neutral,Minion,5,Common,Knights of the Frozen Throne,Undead,Poisonous
Curio Collector,League 5,Mage,Minion,5,Rare,The Witchwood,None,Draw
Onyxian Warder,League 4,Neutral,Minion,5,Common,Fractured in Alterac Valley,Dragon,"Battlecry, Rush, Summon"
Flipper Friends,League 2,Druid,Spell,5,Common,Voyage to the Sunken City,"Beast, Nature","Choose One, Rush, Taunt"
Platebreaker,League 4,Neutral,Minion,5,Common,Descent of Dragons,None,"Battlecry, Disruption"
Cult Apothecary,League 5,Neutral,Minion,5,Common,Whispers of the Old Gods,None,"Battlecry, Health"
Rotnest Drake,League 5,Hunter,Minion,5,Rare,Descent of Dragons,Dragon,"Battlecry, Removal"
Psyche Split,League 4,Priest,Spell,5,Rare,Ashes of Outland,Shadow,"Buff, Summon"
Boneshredder,Suspect Test,Death Knight,Minion,5,Epic,Festival of Legends,"Undead, UnholyRune","Battlecry, Corpse, Deathrattle"
Myra Rotspring,League 5,Rogue,Minion,5,Legendary,Boomsday Project,Undead,"Battlecry, Deathrattle, Discover"
Ram Wrangler,League 5,Hunter,Minion,5,Rare,The Grand Tournament,"Beast, None","Battlecry, Summon"
Chaos Nova,League 4,Demon Hunter,Spell,5,Common,Legacy,Fel,Deal Damage
Arbor Up,League 3,Druid,Spell,5,Rare,Madness at the Darkmoon Faire,"Nature, Treant","Buff, Summon"
Farraki Battleaxe,League 5,Paladin,Weapon,5,Rare,Rastakhan's Rumble,None,Buff
Demonheart,League 5,Warlock,Spell,5,Epic,Goblins v Gnomes,"Demon, Shadow","Buff, Deal Damage"
Firework Elemental,League 5,Mage,Minion,5,Common,Madness at the Darkmoon Faire,Elemental,"Battlecry, Deal Damage"
Glowfly Swarm,League 5,Druid,Spell,5,Epic,Ashes of Outland,"Beast, Nature",Summon
Hemet Nesingwary,League 5,Neutral,Minion,5,Legendary,Goblins v Gnomes,None,"Battlecry, Removal"
Shadow Sculptor,League 5,Rogue,Minion,5,Epic,Descent of Dragons,None,"Combo, Draw"
Blood Guard,League 5,Neutral,Minion,5,Common,Fractured in Alterac Valley,None,Buff
Summoning Stone,League 5,Neutral,Minion,5,Rare,League of Explorers,None,Summon
Famished Fool,League 3,Neutral,Minion,5,Rare,Murder at Castle Nathria,None,"Battlecry, Draw"
Spawn of Deathwing,League 5,Warlock,Minion,5,Common,Fractured in Alterac Valley,Dragon,"Battlecry, Discard, Removal"
Sanctum Chandler,League 4,Mage,Minion,5,Rare,United in Stormwind,"Elemental, Fire","Draw, Tutor"
Khartut Defender,League 3,Neutral,Minion,6,Rare,Saviours of Uldum,Undead,"Deathrattle, Health, Taunt"
Ancient Harbinger,League 5,Neutral,Minion,6,Epic,Whispers of the Old Gods,None,"Draw, Tutor"
Safeguard,League 5,Neutral,Minion,6,Common,Rise of Shadows,Mech,"Deathrattle, Summon, Taunt"
Lightshower Elemental,League 3,Priest,Minion,6,Rare,Forged in the Barrens,Elemental,
Death Beetle,League 3,Druid,Minion,6,Common,March of the Lich king,"Beast, Undead","Charge, Taunt"
Deathborne,League 3,Mage,Spell,6,Rare,Murder at Castle Nathria,"Frost, Undead, Volatile Skeleton","Deal Damage, Summon"
Lady in White,League 5,Priest,Minion,6,Legendary,The Witchwood,Undead,"Battlecry, Buff"
Dark Wispers,League 5,Druid,Spell,6,Epic,Goblins v Gnomes,Nature,"Buff, Choose One, Summon, Taunt"
Impfestation,League 5,Warlock,Spell,6,Rare,Fractured in Alterac Valley,"Demon, Fel, Imp",Summon
Scaled Nightmare,League 5,Neutral,Minion,6,Epic,Whispers of the Old Gods,Dragon,
Mysterious Challenger,League 4,Paladin,Minion,6,Epic,The Grand Tournament,None,"Battlecry, Secret"
Rain of Toads,League 5,Shaman,Spell,6,Common,Rastakhan's Rumble,"Beast, None","Overload, Summon, Taunt"
"Rivendare, Warrider",League 2,Neutral,Minion,6,Legendary,March of the Lich king,Undead,"Deathrattle, Health, Rush, Taunt"
Contract Conjurer,League 1,Mage,Minion,6,Common,Murder at Castle Nathria,None,"Mana, Secret"
"Zerek, Master Cloner",League 5,Priest,Minion,6,Legendary,Boomsday Project,None,"Buff, Deathrattle, Resurrect, Summon"
Stampeding Roar,League 5,Druid,Spell,6,Epic,Rastakhan's Rumble,"Beast, None","Rush, Summon"
Spreading Plague,League 2,Druid,Spell,6,Rare,Knights of the Frozen Throne,"Beast, Nature","Summon, Taunt"
Unending Swarm,League 3,Druid,Spell,6,Common,March of the Lich king,None,"Resurrect, Summon"
Moonglade Portal,League 5,Druid,Spell,6,Rare,One Night in Karazhan,Nature,"Health, Summon"
The Mistcaller,League 5,Shaman,Minion,6,Legendary,The Grand Tournament,None,"Battlecry, Buff"
Marrow Manipulator,League 3,Death Knight,Minion,6,Rare,Path of Arthas,"FrostRune, Undead","Battlecry, Corpse, Deal Damage"
Dark Arakkoa,League 4,Druid,Minion,6,Common,Whispers of the Old Gods,None,"Battlecry, C'thun, Taunt"
Mogor's Champion,League 5,Neutral,Minion,6,Rare,The Grand Tournament,None,
Vengeful Walloper,League 2,Demon Hunter,Minion,6,Rare,March of the Lich king,Demon,
"Kurtrus, Demon-Render",League 3,Demon Hunter,Hero,6,Legendary,Fractured in Alterac Valley,"Demon, None",
Underking,League 3,Druid,Minion,6,Epic,March of the Lich king,Undead,"Armor, Battlecry, Deathrattle, Rush"
